id,original_title,original_language,popularity,release_date,vote_average,vote_count
272435,Gemma Bovery,fr,13.418,2014-09-10,6.139,309
93837,So Undercover,en,18.359,2012-12-06,6.1,1108
47533,Scooby-Doo! Curse of the Lake Monster,en,24.858,2010-10-16,6.1,507
13595,Airheads,en,16.455,1994-08-05,6.14,727
6076,Keinohrhasen,de,8.951,2007-12-01,6.14,372
1809,The Rules of Attraction,en,12.786,2002-10-11,6.14,544
97370,Under the Skin,en,25.71,2014-03-14,6.14,3423
20187,The Eiger Sanction,en,21.036,1975-05-21,6.1,396
11234,The Omega Man,en,17.293,1971-08-01,6.139,543
4599,Raising Helen,en,19.202,2004-05-27,6.1,653
1620,Hitman,en,47.284,2007-11-21,6.139,3322
426814,The Domestics,en,17.392,2018-06-28,6.138,447
15417,Every Which Way but Loose,en,22.329,1978-12-16,6.1,454
11892,Murder by Numbers,en,15.511,2002-04-19,6.1,1017
6963,The Weather Man,en,14.001,2005-10-20,6.138,959
2768,American Gigolo,en,22.829,1980-02-01,6.1,644
333381,Return to Sender,en,19.733,2015-05-31,6.136,1193
11384,The Hard Way,en,19.38,1991-03-08,6.1,422
611213,The Prom,en,11.599,2020-12-02,6.1,673
65086,The Woman in Black,en,22.809,2012-02-03,6.136,3449
12412,Miracle at St. Anna,en,15.012,2008-09-15,6.135,371
6038,Shanghai Knights,en,20.597,2003-02-06,6.135,2245
1273,TMNT,en,25.301,2007-03-23,6.1,1098
872709,Fumer fait tousser,fr,12.922,2022-11-30,6.1,337
606876,Rifkin’s Festival,en,14.595,2020-10-01,6.1,428
301875,Equals,en,16.481,2015-07-15,6.1,1361
299847,Confusi e felici,it,5.901,2014-10-30,6.1,337
268896,Pacific Rim: Uprising,en,44.533,2018-03-21,6.134,4939
49013,Cars 2,en,83.789,2011-06-11,6.1,7780
17182,Eye for an Eye,en,13.669,1996-01-12,6.1,354
507441,Sea Fever,en,12.153,2020-03-06,6.1,558
464737,The End? L'inferno fuori,it,7.29,2017-08-14,6.133,380
335796,Ouija: Origin of Evil,en,35.889,2016-10-20,6.133,2459
10832,Ils,fr,11.27,2006-07-19,6.1,528
531309,Brightburn,en,32.496,2019-05-09,6.132,3133
47971,xXx: Return of Xander Cage,en,70.38,2017-01-13,6.132,8865
10468,28 Days,en,16.33,2000-04-06,6.132,985
613080,Il primo Natale,it,10.692,2019-12-12,6.131,487
19959,Surrogates,en,22.663,2009-09-24,6.131,3147
5516,The Ladykillers,en,15.819,2004-03-25,6.132,1587
182127,葉問：終極一戰,cn,3.139,2013-03-22,6.1,382
115782,Jobs,en,16.201,2013-08-15,6.13,2435
63493,The Ledge,en,13.264,2011-05-06,6.1,343
17927,Fired Up!,en,18.052,2009-02-20,6.13,645
15577,Crossing Over,en,18.229,2009-02-10,6.1,364
12526,Bug,en,15.325,2007-02-21,6.1,538
218784,Freaks of Nature,en,14.584,2015-10-30,6.1,553
23049,My Life in Ruins,en,17.374,2009-06-05,6.1,412
11286,The Cannonball Run,en,20.985,1981-06-19,6.129,621
10185,The Midnight Meat Train,en,18.969,2008-08-07,6.1,1117
10013,Peggy Sue Got Married,en,16.437,1986-10-10,6.129,558
9293,John Tucker Must Die,en,21.488,2006-07-27,6.129,1369
425505,Kin,en,22.335,2018-08-29,6.1,819
283378,Fallen,en,20.668,2016-11-10,6.1,1584
2058,Addicted to Love,en,16.213,1997-05-23,6.1,410
1656,The Legend of Zorro,en,31.796,2005-10-24,6.1,2867
317744,Careful What You Wish For,en,23.321,2015-05-06,6.1,389
127867,The Brass Teapot,en,14.46,2012-09-08,6.1,477
13220,Splinter,en,17.83,2008-10-31,6.128,688
10407,Housesitter,en,15.882,1992-06-12,6.1,434
4722,Body Snatchers,en,13.746,1993-06-09,6.126,421
955,Mission: Impossible II,en,38.915,2000-05-24,6.126,6730
740460,Les Vedettes,fr,7.074,2022-02-09,6.1,309
438347,Jour J,fr,12.226,2017-04-26,6.1,465
417644,CHiPS,en,18.609,2017-03-23,6.125,1287
77944,La peggior settimana della mia vita,it,6.022,2011-10-27,6.125,441
2269,Дневной дозор,ru,16.377,2006-01-01,6.1,523
569814,Rebelles,fr,7.995,2019-01-17,6.124,322
428045,Тайна печати Дракона,ru,28.874,2019-08-16,6.1,466
354110,Forsaken,en,21.687,2015-09-16,6.1,344
319341,Papa ou maman,fr,9.081,2015-02-04,6.124,1025
31359,La Vérité si je mens ! 2,fr,10.583,2001-02-07,6.124,382
25602,Ninja,en,19.626,2010-03-15,6.123,341
22172,Street Trash,en,10.313,1987-02-22,6.124,303
609972,Paranormal Activity: Next of Kin,en,28.138,2021-10-29,6.123,669
408648,Batman and Harley Quinn,en,24.189,2017-08-14,6.121,606
8067,A Life Less Ordinary,en,14.127,1997-10-24,6.123,450
643532,The Card Counter,en,16.769,2021-09-03,6.122,953
10796,The One,en,29.394,2001-11-02,6.122,1567
8675,Orgazmo,en,16.672,1998-07-02,6.1,435
399796,Life of the Party,en,18.437,2018-05-10,6.1,981
244264,Laggies,en,13.556,2014-09-25,6.1,1124
51447,Potiche,fr,13.971,2010-11-10,6.1,354
12180,Star Wars: The Clone Wars,en,20.902,2008-08-05,6.1,2006
10425,The Death and Life of Bobby Z,en,18.96,2007-07-23,6.1,367
10153,Sphere,en,18.536,1998-02-13,6.121,1626
739990,Nightbooks,en,19.586,2021-09-15,6.1,379
336004,Heist,en,19.237,2015-11-13,6.12,920
173897,Resident Evil: The Final Chapter,en,2.027,2016-12-23,6.12,3182
27022,The Sorcerer's Apprentice,en,30.457,2010-07-13,6.1,4927
25642,Ben 10 Alien Swarm,en,20.801,2010-03-12,6.1,337
23830,Last Night,en,13.67,2010-11-05,6.119,755
13927,Tin Toy,en,12.446,1988-08-01,6.1,458
474764,The Lodge,en,23.946,2020-01-16,6.117,1254
382593,Papa ou maman 2,fr,9.268,2016-12-07,6.117,588
21788,Les Enfants de Timpelbach,fr,10.925,2008-12-17,6.1,383
13186,Wrong Turn 2: Dead End,en,59.818,2007-08-25,6.118,1385
12157,Green Card,en,14.438,1990-12-23,6.117,478
9874,Cobra,en,26.343,1986-01-01,6.117,1757
753453,V/H/S/94,en,24.806,2021-09-26,6.1,457
507143,Candy Jar,en,13.616,2018-04-27,6.1,476
274855,Geostorm,en,42.455,2017-10-12,6.116,4780
53182,300: Rise of an Empire,en,55.229,2014-03-05,6.116,6503
41664,Fantozzi va in pensione,it,7.182,1988-12-22,6.116,379
13973,Choke,en,10.833,2008-09-26,6.116,392
1613,The 51st State,en,17.425,2001-12-07,6.1,597
278774,Zapped,en,13.531,2014-06-27,6.1,610
60672,Les Rivières pourpres 2 : Les Anges de l'apocalypse,fr,20.032,2004-02-18,6.115,710
9730,Friday the 13th: The Final Chapter,en,24.678,1984-04-13,6.115,1317
442062,Goosebumps 2: Haunted Halloween,en,29.081,2018-10-11,6.113,1520
415132,Arès,fr,11.35,2016-11-23,6.114,317
272692,The Possession of Michael King,en,10.885,2014-08-14,6.1,387
254904,The November Man,en,24.47,2014-08-27,6.114,1465
10068,Nine 1/2 Weeks,en,36.806,1986-02-09,6.1,999
4806,Runaway Bride,en,27.571,1999-07-30,6.114,1985
979924,On the Line,en,20.135,2022-10-31,6.1,495
843794,정이,ko,20.333,2023-01-12,6.113,598
208134,Jackass Presents: Bad Grandpa,en,15.212,2013-10-22,6.113,1552
192132,Palo Alto,en,13.881,2014-05-09,6.1,857
137094,Jack Ryan: Shadow Recruit,en,31.74,2014-01-15,6.113,2841
80271,LOL,en,20.208,2012-02-10,6.113,2668
593402,Tolo Tolo,it,9.045,2020-01-01,6.112,1233
424121,Apostle,en,16.213,2018-09-21,6.112,1424
296100,The Night Before,en,22.895,2015-11-20,6.112,1683
152748,Ain't Them Bodies Saints,en,12.477,2013-07-03,6.112,427
111190,Adore,en,43.577,2013-04-03,6.116,967
28211,Chloe,en,21.135,2010-02-25,6.1,1707
427900,Home Again,en,15.808,2017-09-07,6.111,1188
76544,Man of Tai Chi,en,15.36,2013-07-04,6.111,910
48171,The Rite,en,18.748,2011-01-28,6.111,2073
9955,Blades of Glory,en,17.681,2007-03-30,6.111,1748
419704,Ad Astra,en,16.122,2019-09-17,6.11,6597
340382,進撃の巨人 ATTACK ON TITAN エンド オブ ザ ワールド,ja,38.401,2015-09-01,6.1,347
157834,The Zero Theorem,en,12.053,2013-09-20,6.11,1200
14362,Out for Justice,en,20.963,1991-04-12,6.1,435
14240,Maniac Cop,en,13.732,1988-05-13,6.1,469
13944,Passengers,en,15.947,2008-09-26,6.11,907
10869,Herbie Rides Again,en,15.03,1974-02-12,6.1,399
4965,Impostor,en,15.095,2001-12-03,6.1,413
1644,The Vanishing,en,18.248,1993-02-05,6.1,499
934632,Rebel Moon - Part Two: The Scargiver,en,78.741,2024-04-19,6.106,1171
21972,Like Mike,en,19.814,2002-07-03,6.1,513
10665,The Strangers,en,19.648,2008-05-29,6.1,2412
10395,Wolf,en,17.445,1994-06-17,6.1,905
280002,The Remaining,en,42.343,2014-08-25,6.1,439
10003,The Saint,en,16.823,1997-04-03,6.1,1114
2057,Original Sin,en,38.631,2001-05-08,6.108,813
951,Kindergarten Cop,en,12.074,1990-12-21,6.1,2483
190955,Blood Ties,en,16.278,2013-08-22,6.107,464
11323,The Informant!,en,10.544,2009-09-18,6.1,877
10623,Cradle 2 the Grave,en,31.302,2003-02-28,6.107,910
70577,Faces in the Crowd,en,14.898,2011-10-25,6.1,484
15648,The Perfect Man,en,23.627,2005-06-17,6.106,776
14128,Cinderella II: Dreams Come True,en,58.514,2002-02-23,6.106,1445
7303,Maid in Manhattan,en,29.9,2002-12-13,6.106,1894
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",en,24.74,2016-02-18,6.104,642
84204,Grabbers,en,13.652,2012-08-10,6.1,448
57201,The Lone Ranger,en,29.88,2013-07-03,6.105,5811
14013,BASEketball,en,16.336,1998-07-28,6.105,578
13282,Death Race 2000,en,19.057,1975-04-30,6.105,485
10641,Autumn in New York,en,15.37,2000-08-11,6.1,708
7520,Cocktail,en,15.376,1988-07-29,6.1,1452
575417,On the Rocks,en,14.12,2020-10-02,6.104,672
410199,ARQ,en,12.919,2016-09-16,6.104,1168
59108,Tower Heist,en,26.705,2011-11-02,6.104,2931
14636,The Condemned,en,19.015,2007-04-27,6.1,782
10606,The Philadelphia Experiment,en,16.191,1984-10-05,6.1,383
4970,Gothika,en,18.776,2003-11-21,6.104,2280
780609,Men,en,20.393,2022-05-20,6.104,1096
295151,Let It Snow,en,26.849,2019-11-08,6.103,1155
262841,Monster Trucks,en,23.926,2016-12-21,6.103,852
134411,Snitch,en,21.804,2013-02-21,6.1,2338
84348,V/H/S,en,14.701,2012-07-28,6.103,1536
10945,Jumpin' Jack Flash,en,14.776,1986-10-09,6.1,353
10199,The Tale of Despereaux,en,22.146,2008-12-18,6.102,915
9642,Astérix et les Vikings,fr,17.632,2006-04-12,6.1,699
408439,Hounds of Love,en,12.792,2016-10-07,6.102,338
291356,In a Valley of Violence,en,16.515,2016-10-21,6.1,576
284296,Top Five,en,18.192,2014-12-12,6.102,451
278154,Ice Age: Collision Course,en,53.015,2016-06-23,6.1,4540
9286,Final Destination 3,en,42.891,2006-02-09,6.102,3869
339792,David Brent: Life on the Road,en,11.246,2016-08-19,6.1,360
262504,Allegiant,en,33.939,2016-03-09,6.101,6601
121936,Un bonheur n'arrive jamais seul,fr,12.74,2012-06-27,6.101,420
64807,Grudge Match,en,13.148,2013-12-25,6.101,1276
10833,Heartbreakers,en,16.51,2001-03-23,6.1,895
10720,Down with Love,en,12.844,2003-05-08,6.1,710
471014,Wheelman,en,14.321,2017-10-20,6.1,624
55779,Final Destination 5,en,40.416,2011-08-12,6.1,3413
37652,Didier,fr,8.169,1997-01-29,6.099,594
12122,Village of the Damned,en,15.863,1995-04-28,6.099,821
9610,Conan the Destroyer,en,28.485,1984-06-29,6.1,1482
457262,Rip Tide,en,10.072,2017-10-03,6.098,451
340102,The New Mutants,en,33.579,2020-04-02,6.1,3419
72358,A Thousand Words,en,16.154,2012-03-07,6.1,1306
8818,Evita,en,17.777,1996-12-14,6.1,474
1249,Hollywoodland,en,13.009,2006-08-31,6.1,398
51588,Prom,en,11.546,2011-04-29,6.1,450
35056,Date Night,en,16.583,2010-04-08,6.1,2840
11123,Earthquake,en,14.035,1974-11-15,6.097,324
8989,Harry and the Hendersons,en,17.205,1987-06-05,6.1,671
787298,Miłość do kwadratu,pl,11.777,2021-02-11,6.1,311
44603,Hereafter,en,17.691,2010-10-22,6.096,1650
10173,Marked for Death,en,17.701,1990-10-05,6.1,523
1738,Next,en,21.444,2007-04-25,6.1,2951
232572,A Walk in the Woods,en,15.767,2015-09-02,6.095,696
228165,The SpongeBob Movie: Sponge Out of Water,en,46.678,2015-01-28,6.1,2347
27621,The Cheetah Girls: One World,en,12.479,2008-08-22,6.095,326
10562,Under Suspicion,en,15.578,2000-08-24,6.1,456
4967,Keeping the Faith,en,16.046,2000-04-14,6.1,609
616820,Halloween Ends,en,34.995,2022-10-12,6.094,1778
7288,Duplex,en,14.538,2003-09-26,6.1,1672
166271,Haunter,en,10.771,2013-10-17,6.093,560
15413,Don't Tell Mom the Babysitter's Dead,en,14.96,1991-06-07,6.1,427
9946,End of Days,en,25.933,1999-11-24,6.1,1851
6520,First Knight,en,20.093,1995-07-07,6.1,1202
667216,Infinity Pool,en,21.497,2023-01-27,6.092,783
339846,Baywatch,en,61.983,2017-05-25,6.1,8037
170354,Il principe abusivo,it,7.519,2013-02-09,6.092,647
9395,Above the Law,en,25.358,1988-04-08,6.1,700
283601,Galveston,en,14.806,2018-10-10,6.1,501
192102,3 Days to Kill,en,23.749,2014-02-14,6.1,2156
37861,Valhalla Rising,en,17.335,2009-09-04,6.091,1188
11979,Queen of the Damned,en,19.709,2002-02-10,6.1,1060
11228,Daylight,en,17.031,1996-12-06,6.1,1525
1010928,Voleuses,fr,26.492,2023-11-01,6.1,417
331313,Keeping Up with the Joneses,en,15.917,2016-10-20,6.092,2010
295830,進撃の巨人 ATTACK ON TITAN,ja,35.072,2015-08-01,6.1,747
201086,Cuban Fury,en,12.358,2014-02-14,6.09,318
37786,Sex and the City 2,en,28.132,2010-05-26,6.09,1624
13243,Meet Bill,en,15.544,2007-09-07,6.1,316
2665,Airplane II: The Sequel,en,19.573,1982-12-10,6.09,1094
708577,Come un gatto in tangenziale - Ritorno a Coccia di Morto,it,6.255,2021-08-14,6.089,336
370978,"Kiki, el amor se hace",es,10.664,2016-04-01,6.1,361
60803,The Suite Life Movie,en,9.034,2011-03-25,6.1,508
9029,What Happens in Vegas,en,23.655,2008-05-07,6.1,3043
576156,The Lovebirds,en,12.285,2020-05-22,6.1,691
9637,Scooby-Doo,en,41.209,2002-06-14,6.088,4430
520946,100% Wolf,en,18.194,2020-06-26,6.1,304
20106,Mais qui a tué Pamela Rose ?,fr,7.35,2003-06-04,6.087,323
848538,Argylle,en,58.947,2024-01-31,6.08,1344
426543,The Nutcracker and the Four Realms,en,47.768,2018-10-26,6.1,2139
261392,American Ultra,en,20.29,2015-08-19,6.085,2757
198287,After the Dark,en,12.376,2013-07-06,6.1,674
62213,Dark Shadows,en,31.374,2012-05-09,6.085,7175
6068,Six Days Seven Nights,en,19.653,1998-06-12,6.085,1457
829051,About My Father,en,21.715,2023-05-25,6.1,303
88751,Journey to the Center of the Earth,en,40.139,2008-07-10,6.1,4794
1051896,Arcadian,en,534.926,2024-04-12,6.098,506
567970,Lost Girls,en,17.255,2020-01-28,6.081,697
315837,Ghost in the Shell,en,36.791,2017-03-29,6.083,7993
11077,Problem Child,en,30.125,1990-07-27,6.1,823
8873,Wayne's World 2,en,14.718,1993-12-10,6.083,1045
8409,A Man Apart,en,29.911,2003-04-04,6.083,872
296360,Love & Friendship,en,13.929,2016-05-26,6.082,538
290999,Wyrmwood: Road of the Dead,en,13.229,2014-09-19,6.082,446
44040,Devil,en,23.796,2010-09-16,6.082,2852
404733,Overdrive,en,13.854,2017-06-16,6.1,939
13937,Raising Cain,en,11.771,1992-08-07,6.1,347
10908,Inferno,en,34.422,1999-09-25,6.1,314
10442,So I Married an Axe Murderer,en,16.658,1993-07-30,6.1,422
141052,Justice League,en,74.43,2017-11-15,6.08,12956
576004,Porno,en,28.879,2019-06-28,6.1,368
38073,Going the Distance,en,15.993,2010-08-27,6.1,720
33909,Wall Street: Money Never Sleeps,en,20.424,2010-09-20,6.1,1515
12110,Dracula: Dead and Loving It,en,20.505,1995-12-22,6.1,971
11024,Scooby-Doo 2: Monsters Unleashed,en,19.22,2004-03-24,6.1,2722
9546,Ricochet,en,15.064,1991-10-04,6.1,316
9397,Evolution,en,32.564,2001-06-08,6.079,2226
318922,Kill Your Friends,en,14.196,2015-11-06,6.1,302
10516,Le Gendarme et les Extra-terrestres,fr,14.193,1979-01-31,6.1,603
901385,Significant Other,en,11.648,2022-10-06,6.077,306
578908,Bad Trip,en,16.265,2021-03-26,6.077,522
14043,Nancy Drew,en,18.387,2007-06-15,6.1,510
10157,Police Academy 2: Their First Assignment,en,22.032,1985-03-28,6.1,1544
539181,Relic,en,16.703,2020-07-03,6.077,733
440918,Teen Spirit,en,13.021,2019-04-12,6.076,322
395814,Rememory,en,13.232,2017-09-08,6.1,432
347126,God's Not Dead 2,en,22.127,2016-04-01,6.076,402
39210,Somewhere,en,13.082,2010-09-03,6.076,734
15092,Crank: High Voltage,en,37.185,2009-04-16,6.1,2825
4482,Gazon maudit,fr,11.462,1995-01-18,6.076,301
490445,Larguées,fr,9.245,2018-04-18,6.075,358
207932,Inferno,en,27.852,2016-10-13,6.075,6220
14400,Largo Winch,fr,15.057,2008-12-17,6.075,530
545237,The Nest,en,10.952,2020-05-08,6.074,332
451955,L'Amant double,fr,12.991,2017-05-26,6.074,524
76640,The Last Stand,en,21.738,2013-01-12,6.073,2772
13975,In the Electric Mist,en,18.672,2009-04-15,6.073,413
10093,The Return,en,13.233,2006-11-10,6.1,627
830788,The Invitation,en,22.495,2022-08-24,6.072,824
928381,Sans répit,fr,24.964,2022-02-25,6.1,378
492355,Io c'è,it,5.909,2018-03-29,6.071,340
5852,Angel Eyes,en,17.178,2001-05-18,6.071,435
4283,Primeval,en,18.204,2007-01-12,6.1,402
2268,The Golden Compass,en,43.364,2007-12-04,6.071,4527
417643,In Darkness,en,14.328,2018-05-25,6.1,481
13252,Cleaner,en,26.383,2007-09-11,6.1,820
11932,Bride of Chucky,en,45.987,1998-10-15,6.1,1925
50204,Burke & Hare,en,12.845,2010-10-29,6.1,461
858017,I Saw the TV Glow,en,54.087,2024-05-03,6.1,348
168138,Los últimos días,es,15.066,2013-03-27,6.1,339
60304,Hansel & Gretel: Witch Hunters,en,35.188,2013-01-17,6.068,6694
342521,Keanu,en,12.266,2016-04-29,6.067,1046
458305,Vivarium,en,21.869,2019-09-07,6.1,2134
106021,Erased,en,23.094,2012-08-23,6.1,723
25769,Carriers,en,52.704,2009-09-04,6.1,1378
10128,Alien Nation,en,11.281,1988-10-07,6.1,303
9298,Ali G Indahouse,en,17.461,2002-03-21,6.066,1363
9268,Eraser,en,23.723,1996-06-21,6.066,1802
1636,Bedazzled,en,23.517,2000-10-19,6.1,1891
10137,Stuart Little,en,38.319,1999-12-17,6.065,4370
35791,Resident Evil: Afterlife,en,1.839,2010-09-09,6.065,3844
18890,We're Back! A Dinosaur's Story,en,14.078,1993-11-24,6.064,415
718400,The Vanished,en,13.633,2020-08-21,6.1,319
13700,Home on the Range,en,41.585,2004-04-02,6.1,2031
6466,Freddy vs. Jason,en,33.715,2003-08-15,6.063,2583
534,Terminator Salvation,en,43.793,2009-05-20,6.063,6462
419511,Mister Felicità,it,6.768,2017-01-01,6.062,338
30974,Vertige,fr,18.62,2009-06-24,6.062,406
11052,Yu-Gi-Oh! The Movie,en,23.364,2004-08-13,6.1,341
10022,The Pacifier,en,40.624,2005-03-04,6.1,3033
9910,Two for the Money,en,11.11,2005-10-07,6.062,633
4961,Mimic,en,16.322,1997-08-22,6.1,1103
1022964,Candy Cane Lane,en,45.456,2023-11-29,6.045,389
48340,Sanctum,en,23.959,2011-02-03,6.1,1049
33518,Alligator,en,16.125,1980-07-02,6.1,328
14817,Good Burger,en,20.27,1997-07-25,6.1,512
9415,Murder at 1600,en,20.943,1997-04-18,6.1,525
421658,Final Score,en,19.804,2018-09-07,6.1,519
398920,Il a déjà tes yeux,fr,9.425,2017-01-18,6.1,501
316023,Mike and Dave Need Wedding Dates,en,22.217,2016-07-07,6.1,2468
10396,Tequila Sunrise,en,17.794,1988-12-02,6.1,507
9085,Harlem Nights,en,19.029,1989-11-17,6.1,308
10663,The Waterboy,en,22.871,1998-11-06,6.1,1812
152760,The Monuments Men,en,19.58,2014-01-24,6.058,3577
70821,Cyberbully,en,8.327,2011-11-10,6.1,465
37770,Fantozzi alla riscossa,it,5.949,1990-12-21,6.058,346
6217,Cat People,en,19.026,1982-04-02,6.1,507
819876,Crimes of the Future,en,20.368,2022-05-25,6.1,1088
701175,El practicante,es,18.091,2020-09-16,6.056,628
641501,Comment je suis devenu super-héros,fr,16.67,2020-11-19,6.056,499
522016,The 355,en,24.992,2022-01-05,6.056,1007
335988,Transformers: The Last Knight,en,79.949,2017-06-16,6.1,6201
116811,Berberian Sound Studio,en,10.93,2012-08-30,6.056,350
8324,Fast Food Nation,en,10.331,2006-11-17,6.1,356
15657,Tarzan II,en,25.739,2005-06-13,6.1,1138
434203,Newness,en,23.931,2017-11-03,6.052,594
345922,Fist Fight,en,16.968,2017-02-16,6.054,1231
183836,Les Gamins,fr,7.538,2013-04-17,6.054,532
664469,Amsterdam,en,21.445,2022-09-27,6.053,1510
605804,The Wretched,en,10.852,2020-03-09,6.1,618
48572,Red State,en,11.628,2011-08-19,6.1,933
36670,Never Say Never Again,en,23.757,1983-10-07,6.053,1444
9208,Broken Arrow,en,19.079,1996-02-09,6.056,1500
8850,The Shadow,en,19.226,1994-07-01,6.1,520
3563,I Now Pronounce You Chuck & Larry,en,20.35,2007-07-12,6.1,2316
671043,Pourris gâtés,fr,16.913,2021-09-15,6.052,543
598133,The F**k-It List,en,12.331,2020-07-01,6.1,484
486070,Benedetta follia,it,7.159,2018-01-11,6.1,381
254194,Starry Eyes,en,8.546,2014-07-29,6.052,443
29425,The Crazies,en,13.062,1973-03-16,6.1,362
12220,The Story of Us,en,13.824,1999-10-14,6.052,316
849,Krull,en,19.286,1983-07-29,6.1,546
216282,Into the Storm,en,21.379,2014-08-06,6.1,2026
146229,Kristy,en,11.113,2014-08-07,6.1,412
77883,The Possession,en,16.506,2012-08-30,6.05,1584
8130,Desperately Seeking Susan,en,14.779,1985-03-29,6.051,437
831946,Interceptor,en,20.895,2022-05-26,6.0,728
652004,The Wolf of Snow Hollow,en,17.448,2020-10-23,6.052,424
524247,The Intruder,en,19.352,2019-05-03,6.0,571
328595,Parallels,en,8.949,2015-03-01,6.05,358
140222,Love and Honor,en,10.225,2013-03-22,6.0,347
56339,Qualunquemente,it,6.44,2011-01-21,6.05,527
20850,Ilsa: She Wolf of the SS,en,13.186,1975-10-01,6.05,351
10544,Ned Kelly,en,11.22,2003-03-22,6.0,357
2791,The Chronicles of Riddick: Dark Fury,en,4.268,2004-06-15,6.0,311
103620,Maniac,en,13.818,2012-12-26,6.049,925
5820,The Sentinel,en,14.176,2006-04-19,6.0,771
609681,The Marvels,en,82.721,2023-11-08,6.0,2734
457955,La nuit a dévoré le monde,fr,17.138,2018-03-07,6.05,695
451184,Wasp Network,en,13.115,2020-01-29,6.0,376
403587,Return,en,8.088,1985-10-31,6.053,2091
41505,6 Souls,en,12.909,2010-03-27,6.0,699
24913,April Fool's Day,en,9.355,1986-03-27,6.0,333
10478,Tin Cup,en,28.263,1996-08-16,6.048,517
10208,Muppets from Space,en,14.652,1999-07-14,6.0,324
6623,The Peacemaker,en,22.472,1997-09-26,6.048,997
773975,End of the Road,en,13.172,2022-09-09,6.0,316
119283,Parker,en,22.521,2013-01-23,6.047,3027
11419,Vegas Vacation,en,22.796,1997-02-13,6.047,636
11099,The Final Cut,en,18.007,2004-10-15,6.0,695
23488,Dorian Gray,en,14.333,2009-09-09,6.046,2116
9279,Jingle All the Way,en,91.251,1996-11-21,6.046,2656
31203,Le Petit Nicolas,fr,16.703,2009-09-30,6.045,1111
7342,Carrie,en,21.432,2002-11-04,6.0,487
1956,Gerry,en,11.781,2002-09-20,6.0,301
1079485,Winnie-the-Pooh: Blood and Honey 2,en,149.583,2024-03-26,6.044,308
934756,Love in the Villa,en,15.27,2022-09-01,6.0,356
308453,The Bronze,en,14.67,2016-01-22,6.044,367
16342,The Children,en,12.436,2008-12-05,6.044,379
2212,Nightwatch,en,14.216,1997-01-31,6.0,394
1125311,Imaginary,en,52.767,2024-03-06,6.0,514
244610,The Den,en,12.904,2013-12-12,6.043,337
188161,A Million Ways to Die in the West,en,28.038,2014-05-22,6.043,4073
65599,The Woman,en,19.413,2011-10-14,6.0,526
735697,Incroyable mais vrai,fr,10.685,2022-06-15,6.0,373
437670,Fack ju Göhte 3,de,23.011,2017-10-26,6.0,438
406761,Hotel Artemis,en,18.633,2018-06-07,6.043,1538
46503,All Good Things,en,17.316,2010-12-03,6.0,905
183,The Wizard,en,8.547,1989-12-15,6.0,309
804150,Cocaine Bear,en,35.042,2023-02-22,6.038,2057
763788,Dangerous,en,20.014,2021-11-05,6.041,458
32293,The Cheetah Girls,en,13.163,2003-08-15,6.041,468
23048,Hot Tub Time Machine,en,20.93,2010-03-26,6.041,2464
292040,Spooks: The Greater Good,en,19.08,2015-04-11,6.0,567
157353,Transcendence,en,25.103,2014-04-16,6.04,5377
10424,Jennifer Eight,en,13.616,1992-11-06,6.0,354
11675,Halloween H20: 20 Years Later,en,21.215,1998-08-05,6.039,1639
9893,Sleepover,en,19.621,2004-07-09,6.0,480
672582,The Deep House,en,23.543,2021-06-30,6.0,986
643586,Willy's Wonderland,en,20.642,2021-02-12,6.038,983
519106,En liberté !,fr,10.672,2018-10-06,6.0,455
426238,Beach Rats,en,12.433,2017-08-25,6.0,523
383709,Wonderstruck,en,14.379,2017-10-13,6.0,400
344041,Standoff,en,15.225,2016-02-26,6.0,318
41215,Black Death,en,14.537,2010-06-07,6.0,858
10411,The Distinguished Gentleman,en,12.734,1992-12-04,6.038,305
820912,Persuasion,en,18.469,2022-07-01,6.0,584
431075,Polaroid,en,17.271,2019-01-10,6.037,1044
205588,Our Kind of Traitor,en,14.779,2016-05-05,6.0,543
133805,Carrie,en,32.423,2013-10-16,6.036,4450
10533,The Scarlet Letter,en,19.601,1995-10-13,6.037,455
10186,The Rocker,en,18.621,2008-08-20,6.0,583
565028,Candyman,en,20.725,2021-08-25,6.0,1561
289727,The Rewrite,en,16.033,2014-06-15,6.0,593
253235,And So It Goes,en,11.761,2014-07-17,6.035,454
15189,Hotel for Dogs,en,20.942,2009-01-16,6.0,861
4515,Lions for Lambs,en,15.842,2007-10-22,6.035,749
864873,Hypnotic,en,18.312,2021-10-27,6.0,611
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,en,47.498,2016-06-01,6.032,3506
109491,Beautiful Creatures,en,21.079,2013-02-13,6.0,2827
76285,Percy Jackson: Sea of Monsters,en,22.632,2013-08-07,6.033,5121
588001,A pesar de todo,es,17.461,2019-03-16,6.0,420
300681,Replicas,en,25.074,2018-10-25,6.0,1357
74944,La Guerre des boutons,fr,6.881,2011-09-14,6.032,409
840882,The Weekend Away,en,15.779,2022-03-03,6.0,683
290764,Tracers,en,27.831,2015-01-15,6.0,1071
59457,Womb,en,18.169,2010-07-15,6.0,353
11428,Sleepwalkers,en,17.084,1992-04-10,6.0,541
10724,Firefox,en,20.241,1982-06-18,6.0,553
921636,The Out-Laws,en,24.211,2023-07-07,6.0,699
